	gene	test_stats	test_mean	wt_stats	wt_mean	diff	search_mode	n_models	n_test	n_wt	seed	result_type	t_stat	p_value
14	CDKN2A	[0.64, 0.575625, 0.530625, 0.635, 0.530625, 0.585, 0.588125, 0.6325, 0.60625, 0.45125, 0.6043750000000001, 0.6443749999999999, 0.51875, 0.61, 0.628125, 0.5231250000000001, 0.6537499999999999, 0.54, 0.5606249999999999, 0.5425]	0.5800312500000001	[0.565, 0.5375000000000001, 0.60375, 0.59, 0.5725, 0.5712499999999999, 0.458125, 0.586875, 0.695, 0.55125, 0.47500000000000003, 0.58625, 0.49124999999999996, 0.5812499999999999, 0.57375, 0.46562499999999996, 0.491875, 0.574375, 0.603125, 0.57375]	0.557375	0.022656250000000155	lof	20	185	121	430	empirical_null	1.289137204483119	0.2051427813961175
36	CDKN2A	[0.61625, 0.585625, 0.591875, 0.5812499999999999, 0.641875, 0.6156250000000001, 0.56875, 0.56875, 0.5637500000000001, 0.564375, 0.5918749999999999, 0.61375, 0.5525, 0.53625, 0.5906250000000001, 0.5606249999999999, 0.605, 0.5125, 0.548125, 0.5956250000000001]	0.58025	[0.57375, 0.5606249999999999, 0.519375, 0.635, 0.6068749999999999, 0.66125, 0.505, 0.529375, 0.6087499999999999, 0.516875, 0.6325000000000001, 0.574375, 0.5443749999999999, 0.6025, 0.563125, 0.54125, 0.556875, 0.5549999999999999, 0.603125, 0.541875]	0.57159375	0.008656250000000032	lof	20	192	108	602	empirical_null	0.727845266280461	0.4711695777963649
10	CDKN2A	[0.628125, 0.658125, 0.5075000000000001, 0.569375, 0.58625, 0.5712499999999999, 0.563125, 0.606875, 0.588125, 0.46687499999999993, 0.565625, 0.534375, 0.536875, 0.605625, 0.5831250000000001, 0.6043749999999999, 0.596875, 0.504375, 0.61375, 0.5962500000000001]	0.5743437499999999	[0.5249999999999999, 0.515625, 0.546875, 0.583125, 0.5762499999999999, 0.61125, 0.50375, 0.50375, 0.5462500000000001, 0.608125, 0.56375, 0.5175000000000001, 0.564375, 0.5593750000000001, 0.49124999999999996, 0.51625, 0.6543749999999999, 0.5175000000000001, 0.63125, 0.5475]	0.5541562499999999	0.020187500000000025	lof	20	190	108	749	empirical_null	1.3972912580274812	0.17043193351666447
17	CDKN2A	[0.5175000000000001, 0.5231250000000001, 0.56625, 0.5674999999999999, 0.549375, 0.57875, 0.591875, 0.5818749999999999, 0.541875, 0.46562499999999996, 0.5925, 0.54, 0.5543750000000001, 0.68625, 0.6112500000000001, 0.5775000000000001, 0.6325000000000001, 0.55375, 0.615, 0.666875]	0.5756875000000001	[0.5643750000000001, 0.566875, 0.5237499999999999, 0.601875, 0.600625, 0.600625, 0.6368750000000001, 0.6637500000000001, 0.485625, 0.5362499999999999, 0.568125, 0.5025, 0.613125, 0.6425, 0.45625, 0.5081249999999999, 0.651875, 0.650625, 0.49312500000000004, 0.5775]	0.57221875	0.0034687500000001315	lof	20	170	131	751	empirical_null	0.19222301732253785	0.8485910956391478
4	CDKN2A	[0.49687499999999996, 0.535625, 0.548125, 0.561875, 0.535625, 0.5031249999999999, 0.500625, 0.495, 0.505625, 0.6343749999999999, 0.5812499999999999, 0.531875, 0.579375, 0.526875, 0.625, 0.6193749999999999, 0.556875, 0.5193749999999999, 0.6124999999999999, 0.585]	0.55271875	[0.610625, 0.63375, 0.49499999999999994, 0.5631249999999999, 0.580625, 0.5918749999999999, 0.538125, 0.554375, 0.5918749999999999, 0.536875, 0.5406249999999999, 0.5581250000000001, 0.535, 0.569375, 0.6012500000000001, 0.55375, 0.549375, 0.574375, 0.57875, 0.576875]	0.5666874999999998	-0.013968749999999752	lof	20	186	113	756	empirical_null	-1.1319319799972742	0.2647556336876284
54	CDKN2A	[0.663125, 0.53375, 0.49937499999999996, 0.6187499999999999, 0.5775000000000001, 0.64625, 0.5931250000000001, 0.603125, 0.458125, 0.62125, 0.58375, 0.55375, 0.5575, 0.590625, 0.559375, 0.615625, 0.5362499999999999, 0.6712499999999999, 0.59, 0.643125]	0.5857812499999999	[0.6375, 0.570625, 0.5406249999999999, 0.495625, 0.54375, 0.623125, 0.56125, 0.5625, 0.565625, 0.5775, 0.47500000000000003, 0.58875, 0.511875, 0.54375, 0.534375, 0.535, 0.42937500000000006, 0.5575, 0.5700000000000001, 0.575]	0.5499375	0.03584374999999995	lof	20	182	111	798	empirical_null	2.2331581502773763	0.031505140046299576
30	CDKN2A	[0.58, 0.5762499999999999, 0.6525000000000001, 0.50125, 0.605, 0.651875, 0.5899999999999999, 0.651875, 0.529375, 0.54375, 0.49562500000000004, 0.6087499999999999, 0.5112500000000001, 0.520625, 0.68, 0.5031249999999999, 0.5775, 0.5850000000000001, 0.615625, 0.591875]	0.5785625	[0.52625, 0.515625, 0.515, 0.59, 0.61625, 0.635, 0.44125000000000003, 0.5787500000000001, 0.5987499999999999, 0.5225, 0.57375, 0.495, 0.505625, 0.6174999999999999, 0.5418750000000001, 0.526875, 0.580625, 0.578125, 0.5675, 0.5393749999999999]	0.5532812500000001	0.025281249999999922	lof	20	197	112	820	empirical_null	1.5242832853441206	0.135718108349677
63	CDKN2A	[0.6412500000000001, 0.5618750000000001, 0.5756249999999999, 0.570625, 0.5125, 0.565625, 0.6174999999999999, 0.545, 0.5774999999999999, 0.50875, 0.6824999999999999, 0.5775, 0.5756249999999999, 0.5825, 0.443125, 0.7074999999999999, 0.5974999999999999, 0.5675, 0.56875, 0.6231249999999999]	0.58009375	[0.520625, 0.573125, 0.5175, 0.5862499999999999, 0.608125, 0.6368750000000001, 0.628125, 0.5, 0.54375, 0.6056250000000001, 0.554375, 0.46125000000000005, 0.613125, 0.52, 0.596875, 0.5599999999999999, 0.5718749999999999, 0.538125, 0.588125, 0.56625]	0.5645	0.015593749999999962	lof	20	199	103	872	empirical_null	0.9413211744430013	0.35248627757730555
23	CDKN2A	[0.61875, 0.463125, 0.5475, 0.5475000000000001, 0.5824999999999999, 0.61, 0.5625, 0.531875, 0.5225, 0.515625, 0.5275, 0.600625, 0.5018750000000001, 0.611875, 0.559375, 0.5693750000000001, 0.6125, 0.5175000000000001, 0.561875, 0.56125]	0.5562812500000001	[0.546875, 0.635625, 0.5281250000000001, 0.570625, 0.656875, 0.6243749999999999, 0.5756249999999999, 0.5618749999999999, 0.6074999999999999, 0.595, 0.55625, 0.561875, 0.580625, 0.5775, 0.5425, 0.564375, 0.5625, 0.6381249999999998, 0.591875, 0.500625]	0.5789375	-0.022656249999999933	lof	20	186	116	883	empirical_null	-1.769233802897076	0.08488048736687052
7	CDKN2A	[0.495625, 0.55125, 0.605625, 0.5018750000000001, 0.565, 0.596875, 0.61625, 0.555625, 0.5374999999999999, 0.6225, 0.583125, 0.638125, 0.57375, 0.591875, 0.5987500000000001, 0.5425, 0.495, 0.515625, 0.536875, 0.540625]	0.56321875	[0.610625, 0.581875, 0.6431250000000001, 0.51, 0.6025, 0.6087499999999999, 0.5637500000000001, 0.5581249999999999, 0.52625, 0.53625, 0.5756249999999999, 0.50625, 0.56, 0.49749999999999994, 0.5375000000000001, 0.585, 0.5225, 0.51, 0.5700000000000001, 0.5950000000000001]	0.5600312500000001	0.0031874999999998987	lof	20	176	120	911	empirical_null	0.24011214557374191	0.8115339341067913
39	CDKN2A	[0.61375, 0.52625, 0.55375, 0.504375, 0.606875, 0.5525, 0.62625, 0.565, 0.554375, 0.573125, 0.62375, 0.570625, 0.52625, 0.59875, 0.5175000000000001, 0.5868749999999999, 0.6099999999999999, 0.6037499999999999, 0.6000000000000001, 0.595]	0.5754375	[0.6231249999999999, 0.605, 0.57125, 0.603125, 0.53375, 0.469375, 0.584375, 0.573125, 0.6562499999999999, 0.533125, 0.62125, 0.516875, 0.519375, 0.51375, 0.524375, 0.559375, 0.59125, 0.561875, 0.47062499999999996, 0.530625]	0.55809375	0.01734374999999999	lof	20	194	114	985	empirical_null	1.2434311809493108	0.22132588973732686
1	CDKN2B	[0.5774999999999999, 0.5775, 0.5650000000000001, 0.523125, 0.6343749999999999, 0.59, 0.61625, 0.5275, 0.54375, 0.558125, 0.59, 0.5506249999999999, 0.546875, 0.615, 0.6637499999999998, 0.565625, 0.6112500000000001, 0.625625, 0.634375, 0.558125]	0.5837187500000001	[0.5062500000000001, 0.49, 0.525, 0.546875, 0.53125, 0.5900000000000001, 0.551875, 0.559375, 0.578125, 0.634375, 0.524375, 0.5543750000000001, 0.5825, 0.584375, 0.485, 0.48562500000000003, 0.57625, 0.559375, 0.6275, 0.4649999999999999]	0.547875	0.03584375000000006	lof	20	218	90	0	observed	2.633093017900925	0.012167037202214959
43	CDKN2B	[0.526875, 0.5318750000000001, 0.606875, 0.555625, 0.49750000000000005, 0.5275, 0.50125, 0.5249999999999999, 0.595625, 0.550625, 0.550625, 0.620625, 0.53375, 0.54625, 0.64125, 0.619375, 0.6281249999999999, 0.533125, 0.53125, 0.588125]	0.5605625000000001	[0.5706249999999999, 0.5375000000000001, 0.575, 0.49625, 0.5768749999999999, 0.645625, 0.49375, 0.6175, 0.6031249999999999, 0.671875, 0.5449999999999999, 0.5337500000000001, 0.605, 0.65625, 0.604375, 0.5687500000000001, 0.559375, 0.6325000000000001, 0.661875, 0.589375]	0.58721875	-0.026656249999999937	lof	20	190	122	3	empirical_null	-1.7579724383978805	0.08680544931637492
58	CDKN2B	[0.6443749999999999, 0.5631250000000001, 0.55875, 0.578125, 0.49062500000000003, 0.59, 0.48812500000000003, 0.5962500000000001, 0.51, 0.57375, 0.599375, 0.61875, 0.525, 0.47875, 0.5525, 0.5575, 0.69375, 0.538125, 0.48375, 0.6056250000000001]	0.5623125	[0.521875, 0.608125, 0.610625, 0.5787499999999999, 0.58375, 0.619375, 0.524375, 0.506875, 0.6031250000000001, 0.47125, 0.546875, 0.416875, 0.568125, 0.528125, 0.60375, 0.546875, 0.6224999999999999, 0.589375, 0.53, 0.53125]	0.55559375	0.0067187499999999956	lof	20	174	146	7	empirical_null	0.38467746009371206	0.7026209566347327
34	CDKN2B	[0.56125, 0.65125, 0.5049999999999999, 0.56125, 0.538125, 0.670625, 0.6156250000000001, 0.573125, 0.5943750000000001, 0.575625, 0.55, 0.56375, 0.49249999999999994, 0.663125, 0.525625, 0.6025, 0.55875, 0.703125, 0.5725, 0.49187500000000006]	0.5785	[0.49749999999999994, 0.528125, 0.49625, 0.5318750000000001, 0.631875, 0.5549999999999999, 0.6225, 0.595, 0.5249999999999999, 0.5150000000000001, 0.538125, 0.620625, 0.508125, 0.48812500000000003, 0.54625, 0.595, 0.48375, 0.5249999999999999, 0.62, 0.5537500000000001]	0.54884375	0.02965625000000005	lof	20	191	126	27	empirical_null	1.7394372915098804	0.0900534867517038
27	CDKN2B	[0.580625, 0.533125, 0.5706249999999999, 0.55875, 0.5524999999999999, 0.49, 0.5399999999999999, 0.561875, 0.624375, 0.5587500000000001, 0.575, 0.55375, 0.575625, 0.5875, 0.63375, 0.59, 0.6431250000000001, 0.5225, 0.62125, 0.6199999999999999]	0.5746562499999999	[0.6525, 0.6612500000000001, 0.50875, 0.59625, 0.63375, 0.5631249999999999, 0.58875, 0.533125, 0.5725, 0.6375, 0.62625, 0.576875, 0.566875, 0.5975, 0.5075000000000001, 0.575625, 0.686875, 0.519375, 0.6468750000000001, 0.48250000000000004]	0.5866875	-0.01203125000000016	lof	20	183	133	33	empirical_null	-0.7739216619811006	0.4437655733068987
61	CDKN2B	[0.6231249999999999, 0.5175000000000001, 0.5875, 0.5, 0.5787500000000001, 0.575, 0.555625, 0.5206250000000001, 0.54375, 0.556875, 0.5812499999999999, 0.605625, 0.4543750000000001, 0.660625, 0.5875, 0.5706249999999999, 0.583125, 0.5650000000000001, 0.5275000000000001, 0.5462499999999999]	0.5620312500000001	[0.51625, 0.5081249999999999, 0.5493750000000001, 0.523125, 0.59375, 0.49374999999999997, 0.45624999999999993, 0.578125, 0.54125, 0.5306250000000001, 0.499375, 0.581875, 0.626875, 0.574375, 0.540625, 0.5493750000000001, 0.645625, 0.5825, 0.6543749999999999, 0.513125]	0.5529375000000001	0.009093750000000012	lof	20	183	130	43	empirical_null	0.5903999949441946	0.5584175897528245
49	CDKN2B	[0.49875, 0.54375, 0.59375, 0.508125, 0.6174999999999999, 0.5987500000000001, 0.515, 0.5706249999999999, 0.52, 0.55875, 0.59625, 0.5643750000000001, 0.606875, 0.63, 0.578125, 0.5275000000000001, 0.625, 0.515, 0.5325, 0.54625]	0.56234375	[0.530625, 0.580625, 0.5299999999999999, 0.536875, 0.54375, 0.670625, 0.51375, 0.525, 0.6256250000000001, 0.48875, 0.629375, 0.6031249999999999, 0.54125, 0.6524999999999999, 0.6875, 0.56125, 0.5125, 0.5449999999999999, 0.558125, 0.5287499999999999]	0.5682499999999999	-0.005906249999999891	lof	20	190	122	154	empirical_null	-0.37314308152696096	0.7111154736587851
21	CDKN2B	[0.59125, 0.57875, 0.56, 0.595625, 0.553125, 0.5168750000000001, 0.595625, 0.5318749999999999, 0.494375, 0.49625, 0.63, 0.61875, 0.569375, 0.64875, 0.5975, 0.62375, 0.481875, 0.551875, 0.5525, 0.5750000000000001]	0.56815625	[0.51375, 0.6187499999999999, 0.6668749999999999, 0.506875, 0.48875, 0.5393749999999999, 0.5725, 0.5331250000000001, 0.650625, 0.555625, 0.565, 0.523125, 0.496875, 0.615, 0.53, 0.555, 0.6168750000000001, 0.604375, 0.5081249999999999, 0.52625]	0.5593437499999998	0.008812500000000223	lof	20	190	123	290	empirical_null	0.5584271935440225	0.5798285276332585
52	CDKN2B	[0.545, 0.5693750000000001, 0.576875, 0.48874999999999996, 0.5487500000000001, 0.6775, 0.5875, 0.5800000000000001, 0.63375, 0.561875, 0.5493750000000001, 0.61625, 0.599375, 0.630625, 0.6399999999999999, 0.525625, 0.50625, 0.51, 0.6525000000000001, 0.61375]	0.5806562499999999	[0.4825, 0.645, 0.545625, 0.524375, 0.615, 0.6012500000000001, 0.595, 0.598125, 0.509375, 0.5081249999999999, 0.57625, 0.6387499999999999, 0.5818749999999999, 0.56375, 0.509375, 0.5975000000000001, 0.52, 0.53, 0.558125, 0.5325]	0.561625	0.019031249999999833	lof	20	169	147	323	empirical_null	1.2138829740047006	0.232283158981329
46	CDKN2B	[0.53875, 0.5675, 0.59375, 0.48624999999999996, 0.549375, 0.5775, 0.504375, 0.6212500000000001, 0.5706249999999999, 0.55, 0.624375, 0.598125, 0.48124999999999996, 0.63, 0.611875, 0.568125, 0.60875, 0.5874999999999999, 0.558125, 0.59625]	0.5711875000000001	[0.6268750000000001, 0.6275000000000001, 0.6131249999999999, 0.529375, 0.5725, 0.630625, 0.5900000000000001, 0.488125, 0.6506249999999999, 0.550625, 0.6175, 0.48250000000000004, 0.491875, 0.5706249999999999, 0.5237499999999999, 0.536875, 0.58125, 0.56875, 0.56125, 0.55625]	0.5685	0.002687500000000065	lof	20	183	135	347	empirical_null	0.18153822284453416	0.856910028087096
15	CDKN2B	[0.5825, 0.44875, 0.54375, 0.5375, 0.5081249999999999, 0.55625, 0.5875, 0.594375, 0.609375, 0.52125, 0.6331249999999999, 0.651875, 0.53625, 0.595, 0.64875, 0.49875, 0.5750000000000001, 0.5637500000000001, 0.5525000000000001, 0.530625]	0.5637500000000001	[0.5525, 0.6131249999999999, 0.6175, 0.51, 0.626875, 0.665625, 0.5337500000000001, 0.5262499999999999, 0.6275, 0.473125, 0.5387500000000001, 0.5656249999999999, 0.605, 0.563125, 0.5049999999999999, 0.5543750000000001, 0.5462499999999999, 0.6837500000000001, 0.575, 0.598125]	0.5740624999999999	-0.010312499999999836	lof	20	182	140	430	empirical_null	-0.6135154468735342	0.5431908283777194
37	CDKN2B	[0.608125, 0.535, 0.595, 0.544375, 0.6399999999999999, 0.52375, 0.52125, 0.49937499999999996, 0.585, 0.56625, 0.643125, 0.606875, 0.6012500000000001, 0.6256250000000001, 0.55875, 0.6224999999999999, 0.609375, 0.51875, 0.588125, 0.5843750000000001]	0.5788437500000001	[0.569375, 0.558125, 0.571875, 0.5706249999999999, 0.579375, 0.71, 0.5275000000000001, 0.5818749999999999, 0.6593749999999999, 0.52875, 0.5756249999999999, 0.6174999999999999, 0.639375, 0.603125, 0.5687499999999999, 0.545625, 0.588125, 0.593125, 0.59875, 0.47687499999999994]	0.5831875	-0.0043437499999998685	lof	20	190	129	602	empirical_null	-0.29469659451604013	0.7698296781528084
12	CDKN2B	[0.609375, 0.5668749999999999, 0.6168750000000001, 0.549375, 0.5231250000000001, 0.579375, 0.506875, 0.5825, 0.6287499999999999, 0.5281250000000001, 0.4624999999999999, 0.625625, 0.58375, 0.5825, 0.53375, 0.614375, 0.465, 0.5531250000000001, 0.61, 0.565625]	0.564375	[0.57875, 0.585, 0.48812500000000003, 0.558125, 0.505625, 0.511875, 0.5625, 0.604375, 0.6, 0.6062500000000001, 0.619375, 0.5925, 0.579375, 0.56375, 0.5525, 0.598125, 0.5393749999999999, 0.551875, 0.626875, 0.52125]	0.56728125	-0.002906249999999999	lof	20	182	134	749	empirical_null	-0.20630795708907684	0.8376517794942518
18	CDKN2B	[0.60375, 0.57625, 0.606875, 0.5862499999999999, 0.546875, 0.6368750000000001, 0.639375, 0.5875, 0.514375, 0.5706249999999999, 0.56, 0.6343749999999999, 0.5943750000000001, 0.7, 0.65375, 0.645, 0.651875, 0.5687500000000001, 0.5318750000000001, 0.564375]	0.59865625	[0.56625, 0.570625, 0.574375, 0.5525, 0.5387500000000001, 0.5237499999999999, 0.49749999999999994, 0.6525000000000001, 0.6174999999999999, 0.579375, 0.546875, 0.5475, 0.596875, 0.53125, 0.479375, 0.53125, 0.618125, 0.68125, 0.47250000000000003, 0.524375]	0.560125	0.03853125000000002	lof	20	165	154	751	empirical_null	2.4074832694811317	0.021025787797411145
5	CDKN2B	[0.57375, 0.6375000000000001, 0.579375, 0.51, 0.51, 0.53125, 0.468125, 0.700625, 0.565625, 0.569375, 0.525, 0.5587500000000001, 0.514375, 0.548125, 0.5375, 0.60875, 0.583125, 0.56375, 0.6237499999999999, 0.5912499999999998]	0.5650000000000001	[0.521875, 0.546875, 0.5287499999999999, 0.51375, 0.5800000000000001, 0.63, 0.569375, 0.5625, 0.57, 0.594375, 0.554375, 0.5231250000000001, 0.595625, 0.55625, 0.5831249999999999, 0.62125, 0.5725, 0.65125, 0.608125, 0.5975]	0.5740312499999999	-0.009031249999999824	lof	20	178	139	756	empirical_null	-0.6271559276059393	0.534307384261872
55	CDKN2B	[0.6781250000000001, 0.54125, 0.5212500000000001, 0.556875, 0.6125, 0.511875, 0.5825, 0.56875, 0.55625, 0.5874999999999999, 0.5775, 0.53, 0.5831249999999999, 0.6456249999999999, 0.625625, 0.5775, 0.581875, 0.5925, 0.611875, 0.580625]	0.5811562499999999	[0.6168750000000001, 0.551875, 0.58875, 0.518125, 0.65875, 0.629375, 0.45562499999999995, 0.5775, 0.523125, 0.53875, 0.5718749999999999, 0.645625, 0.614375, 0.5375, 0.58875, 0.5712499999999999, 0.505, 0.569375, 0.57875, 0.589375]	0.5715312499999999	0.009624999999999995	lof	20	178	133	798	empirical_null	0.6690669809529922	0.5074975032317242
31	CDKN2B	[0.569375, 0.631875, 0.626875, 0.5187499999999999, 0.5943750000000001, 0.568125, 0.601875, 0.62125, 0.58125, 0.5700000000000001, 0.6443750000000001, 0.610625, 0.48062499999999997, 0.556875, 0.649375, 0.555625, 0.60125, 0.5325, 0.590625, 0.588125]	0.5846875	[0.5962500000000001, 0.536875, 0.5925, 0.55125, 0.5875, 0.6825, 0.54625, 0.5675000000000001, 0.5725, 0.624375, 0.696875, 0.634375, 0.5293749999999999, 0.5331250000000001, 0.58375, 0.54125, 0.5075000000000001, 0.570625, 0.528125, 0.575]	0.5778749999999999	0.00681250000000011	lof	20	187	139	820	empirical_null	0.4621254081627083	0.6466264536070243
64	CDKN2B	[0.6412500000000001, 0.6306249999999999, 0.561875, 0.56875, 0.5812499999999999, 0.5287499999999999, 0.5968749999999999, 0.5725, 0.65625, 0.48, 0.598125, 0.620625, 0.55125, 0.5187499999999999, 0.47375000000000006, 0.61375, 0.623125, 0.5706249999999999, 0.61375, 0.61625]	0.58090625	[0.5, 0.555, 0.49062500000000003, 0.46249999999999997, 0.628125, 0.57875, 0.591875, 0.565625, 0.6224999999999999, 0.6174999999999999, 0.6375, 0.49500000000000005, 0.533125, 0.62875, 0.576875, 0.60625, 0.5887500000000001, 0.583125, 0.5549999999999999, 0.508125]	0.56625	0.014656249999999926	lof	20	193	125	872	empirical_null	0.8966867205003731	0.3755319186268651
