	gene	test_stats	test_mean	wt_stats	wt_mean	diff	search_mode	n_models	n_test	n_wt	seed	result_type	t_stat	p_value
86	CDKN2A	[0.6305253, 0.63172618, 0.6350289800000001, 0.6316302399999999, 0.6367693400000001, 0.6378932, 0.62258158, 0.63063414, 0.6189067199999999, 0.62729072, 0.6200564399999999, 0.63570272, 0.6328028, 0.6153199600000001, 0.6452420999999999, 0.6405754400000001, 0.62831548, 0.63175584, 0.63629566, 0.6328418]	0.631094732	[0.59472644, 0.57566496, 0.58967472, 0.58590228, 0.593873, 0.58149734, 0.5874578, 0.62662312, 0.60174492, 0.57858142, 0.59389708, 0.5893434, 0.6003459999999999, 0.5854131800000001, 0.56079018, 0.58594154, 0.5805583599999999, 0.57283318, 0.60143408, 0.5861438]	0.5886223399999999	0.04247239200000008	amp	35	44	151	573	empirical_null	12.333027885328828	7.413376499881678e-15
10	CDKN2A	[0.60903736, 0.60511736, 0.60373878, 0.60740602, 0.6038542, 0.59500356, 0.6085529599999999, 0.59531816, 0.6080849399999999, 0.60394828, 0.6000278800000001, 0.61345842, 0.61282746, 0.60278306, 0.6107214, 0.60443372, 0.61130504, 0.60967228, 0.60597212, 0.6081658799999999]	0.6059714439999999	[0.59093924, 0.5902685599999999, 0.58821296, 0.5837387, 0.60973082, 0.5973639, 0.5989658800000001, 0.588252, 0.57698432, 0.59364958, 0.5958442599999999, 0.58917276, 0.59077194, 0.5696178199999999, 0.6054039999999999, 0.58271912, 0.61699636, 0.6178908200000001, 0.59222894, 0.58750326]	0.5933127619999999	0.012658681999999977	amp	38	48	148	709	empirical_null	4.306219797390019	0.00011268518365984799
25	CDKN2A	[0.63294584, 0.63567596, 0.63163958, 0.6363844000000001, 0.63196918, 0.6342364800000001, 0.6311161200000001, 0.62360924, 0.63425174, 0.62472958, 0.63081826, 0.6345527400000001, 0.6446288200000001, 0.63991856, 0.63369872, 0.62840752, 0.62079628, 0.6275801, 0.63596454, 0.6377987600000001]	0.632536121	[0.60616764, 0.6057081200000001, 0.5945982, 0.60516414, 0.60365074, 0.6023274200000001, 0.6131613, 0.61804434, 0.6152522, 0.59968526, 0.59797004, 0.6081227, 0.60017858, 0.60736592, 0.6086208599999999, 0.6051623, 0.58713242, 0.5961886799999999, 0.59913266, 0.59696496]	0.6035299239999999	0.029006197000000067	amp	63	79	161	785	empirical_null	13.939478825531657	1.6088285189509213e-16
44	CDKN2A	[0.6207303799999999, 0.61921072, 0.62182016, 0.62066806, 0.62625202, 0.6094356, 0.61982166, 0.6058515600000001, 0.6209956600000001, 0.6285341600000001, 0.62052902, 0.61963664, 0.60638112, 0.62554218, 0.61775746, 0.628598, 0.6283595599999999, 0.6303968999999999, 0.61424626, 0.6173704600000001]	0.6201068789999999	[0.57873246, 0.59016538, 0.5844431, 0.60279678, 0.58844146, 0.58135552, 0.5850586, 0.5952436799999999, 0.60982998, 0.59512448, 0.59502402, 0.59462524, 0.5741381, 0.5969951, 0.5868249200000001, 0.60654386, 0.5900542999999999, 0.5767488000000001, 0.5787266799999999, 0.6029646]	0.590691853	0.0294150259999999	amp	36	45	145	808	empirical_null	10.638160920495114	5.94974564123957e-13
5	CDKN2A	[0.58112696, 0.5932319800000001, 0.5943419799999999, 0.58054476, 0.58552248, 0.5791459600000001, 0.59338262, 0.5916605799999999, 0.5754855, 0.5823153999999999, 0.5858189, 0.58279112, 0.58961664, 0.57112884, 0.5767656999999999, 0.5884328600000001, 0.58606884, 0.58462554, 0.58067274, 0.58110608]	0.584189274	[0.6062953400000001, 0.60078422, 0.58954256, 0.5734914999999999, 0.56851288, 0.5812685000000001, 0.5964357200000001, 0.58213782, 0.59639368, 0.57434522, 0.58629352, 0.59586198, 0.5788531, 0.59817074, 0.6005115, 0.56817302, 0.61894064, 0.5859951200000001, 0.598837, 0.6119118]	0.590637793	-0.006448518999999986	amp	32	40	109	844	empirical_null	-1.8596756525463916	0.0706861896469099
19	CDKN2A	[0.57762026, 0.58134148, 0.5858922, 0.57715804, 0.58064784, 0.58223008, 0.58346528, 0.5887667000000001, 0.5854859600000001, 0.59641842, 0.58397508, 0.5705037000000001, 0.57484002, 0.58573926, 0.5753589, 0.58007062, 0.5849042400000001, 0.5865518799999999, 0.5921641599999999, 0.5798717600000001]	0.5826502939999999	[0.5860379600000001, 0.56936008, 0.59073694, 0.57544624, 0.58621746, 0.58234728, 0.5741497200000001, 0.56898614, 0.58359186, 0.56472176, 0.58090058, 0.56314168, 0.57688514, 0.5874860199999999, 0.5595194800000001, 0.5885682, 0.5806984199999999, 0.57733322, 0.5606484, 0.5681063199999999]	0.5762441449999999	0.006406149000000028	amp	24	30	201	913	empirical_null	2.486418236602429	0.01741454719493028
48	CDKN2A	[0.6319722000000001, 0.63440612, 0.6410946200000001, 0.6413717, 0.6460990399999998, 0.63279974, 0.6472225, 0.63916056, 0.64333836, 0.6289649199999999, 0.64367152, 0.65044036, 0.64041372, 0.6419704199999999, 0.63927756, 0.6450529999999999, 0.64678156, 0.6532113599999999, 0.6384942, 0.63864594]	0.64121947	[0.6072261999999999, 0.6069351599999999, 0.6366234199999999, 0.60889434, 0.61603798, 0.6107222800000001, 0.60537236, 0.5973063, 0.6060374, 0.60718126, 0.61066792, 0.611493, 0.61904874, 0.5956203800000001, 0.61585654, 0.5999593400000001, 0.6152354, 0.61380342, 0.5969252199999999, 0.59665852]	0.608880259	0.032339211000000034	amp	58	73	168	938	empirical_null	12.649711196885894	3.4004264907277078e-15
15	CDKN2A	[0.59323462, 0.60283568, 0.59763818, 0.59757246, 0.60550176, 0.61886748, 0.59873208, 0.59746956, 0.61827844, 0.5927070999999999, 0.60288244, 0.60307784, 0.5973039, 0.59589262, 0.6001301, 0.59967072, 0.59914708, 0.6166834400000001, 0.6075098800000001, 0.60477618]	0.6024955780000001	[0.5767533, 0.57228712, 0.60268936, 0.58823742, 0.59562748, 0.61100402, 0.5902107600000001, 0.60932374, 0.61207822, 0.56826944, 0.5917903, 0.58381952, 0.57818658, 0.5814138799999999, 0.6246892, 0.58601982, 0.58492178, 0.62186358, 0.57900922, 0.6145951]	0.593639492	0.008856086000000096	amp	44	55	189	951	empirical_null	2.1318664395778697	0.039542996372883034
1	CDKN2B	[0.5983934999999999, 0.58879078, 0.58921238, 0.59517654, 0.5947612800000001, 0.5884058, 0.5901754, 0.57993644, 0.59690674, 0.58738608, 0.58264586, 0.59341526, 0.5929523, 0.59482534, 0.58467602, 0.58989608, 0.59074748, 0.5893493399999999, 0.59327424, 0.59611162]	0.590851924	[0.56310956, 0.57600938, 0.5692103000000001, 0.57795138, 0.5653910000000001, 0.5788509, 0.5853523199999999, 0.5798481200000001, 0.5686517, 0.57047744, 0.56734708, 0.5688217, 0.57839738, 0.56654872, 0.57381466, 0.54645722, 0.5854535200000001, 0.56448972, 0.56467082, 0.5552720800000001]	0.57030625	0.020545673999999958	amp	28	35	90	0	observed	8.548504280316266	2.2063087601285333e-10
72	CDKN2B	[0.6512672399999999, 0.6550019599999999, 0.6560476799999999, 0.65445782, 0.6519824599999999, 0.6546854000000001, 0.65721366, 0.6480303800000001, 0.6525683000000001, 0.6511263599999999, 0.64467102, 0.6495310000000001, 0.65755314, 0.6476287199999998, 0.6478091, 0.65317286, 0.64690892, 0.6544577799999999, 0.6449623, 0.6511399399999999]	0.651510802	[0.6086659600000001, 0.58955606, 0.6225508, 0.6023253, 0.61419022, 0.60234504, 0.61112506, 0.6087847399999999, 0.60022016, 0.62302702, 0.59428584, 0.6053723200000001, 0.60521806, 0.6070657, 0.60495686, 0.60339268, 0.6095521, 0.59457484, 0.61230558, 0.60734144]	0.606342789	0.04516801299999995	amp	70	88	199	33	empirical_null	21.86448574330635	3.977353025937053e-23
79	CDKN2B	[0.66678954, 0.6469308600000001, 0.65537582, 0.64771836, 0.65587006, 0.66103578, 0.64687364, 0.6524588, 0.64899218, 0.6473315599999999, 0.63734262, 0.65754648, 0.6477799999999999, 0.6442582400000001, 0.64715562, 0.66252354, 0.6593546, 0.6523340799999999, 0.6496350200000001, 0.65796226]	0.652263453	[0.60811428, 0.6254939199999999, 0.6368250400000001, 0.61884976, 0.63906794, 0.6405396999999999, 0.6424770599999999, 0.6250658999999998, 0.6343616799999999, 0.62791332, 0.6259174399999999, 0.63109038, 0.64629512, 0.6388979, 0.64210946, 0.62709324, 0.63216514, 0.6301745799999999, 0.6287433999999998, 0.60939422]	0.6305294739999999	0.02173397900000007	amp	96	120	179	92	empirical_null	7.748788415296843	2.443139877572068e-09
39	CDKN2B	[0.58050464, 0.58083246, 0.5804289199999999, 0.5733817999999999, 0.57986724, 0.5813732, 0.5804439, 0.57599338, 0.58110996, 0.57751152, 0.5827942, 0.5874708000000001, 0.57875094, 0.57881838, 0.57508708, 0.5793890999999999, 0.57712596, 0.5765631600000001, 0.58290768, 0.58124144]	0.579579788	[0.5779810599999999, 0.58967798, 0.57412438, 0.58124574, 0.58594956, 0.6087163800000001, 0.6099218000000001, 0.5671018400000001, 0.5956931, 0.5850972, 0.58609218, 0.58787334, 0.5910238, 0.58863786, 0.57003444, 0.59872622, 0.58187028, 0.60014718, 0.5835699200000001, 0.5976821999999999]	0.588058323	-0.008478535000000065	amp	34	43	194	169	empirical_null	-3.1824028224945966	0.0029096250699033647
66	CDKN2B	[0.58050464, 0.58083246, 0.5804289199999999, 0.5733817999999999, 0.57986724, 0.5813732, 0.5804439, 0.57599338, 0.58110996, 0.57751152, 0.5827942, 0.5874708000000001, 0.57875094, 0.57881838, 0.57508708, 0.5793890999999999, 0.57712596, 0.5765631600000001, 0.58290768, 0.58124144]	0.579579788	[0.5779810599999999, 0.58967798, 0.57412438, 0.58124574, 0.58594956, 0.6087163800000001, 0.6099218000000001, 0.5671018400000001, 0.5956931, 0.5850972, 0.58609218, 0.58787334, 0.5910238, 0.58863786, 0.57003444, 0.59872622, 0.58187028, 0.60014718, 0.5835699200000001, 0.5976821999999999]	0.588058323	-0.008478535000000065	amp	34	43	194	169	empirical_null	-3.1824028224945966	0.0029096250699033647
62	CDKN2B	[0.6021997800000001, 0.59613314, 0.59524218, 0.6057111399999999, 0.60638514, 0.59864976, 0.60823536, 0.60275974, 0.59995968, 0.6002877999999999, 0.60557042, 0.6057239200000001, 0.5883740999999999, 0.60194708, 0.597641, 0.60112182, 0.59700102, 0.60306792, 0.60159208, 0.60902652]	0.60133148	[0.5944199600000001, 0.61475854, 0.58843828, 0.62760308, 0.60403444, 0.6035938799999999, 0.59691614, 0.61698946, 0.60352658, 0.59292692, 0.6273435799999999, 0.58396936, 0.6055259799999999, 0.6016187199999999, 0.61052456, 0.6036860399999999, 0.6074368, 0.6122322, 0.60677578, 0.60631552]	0.605431791	-0.004100310999999968	amp	52	65	223	273	empirical_null	-1.4928124470958657	0.14374321073644464
83	CDKN2B	[0.62702838, 0.6438543400000001, 0.6491002599999999, 0.62797634, 0.6413465600000001, 0.6440989, 0.63894346, 0.63624922, 0.63824708, 0.6475159599999999, 0.6306519, 0.63845782, 0.6347111200000001, 0.6327384, 0.6420253800000001, 0.64291888, 0.64149592, 0.64248206, 0.6298399200000001, 0.62442874]	0.6377055320000001	[0.60200546, 0.60125522, 0.61408152, 0.6124659, 0.60502636, 0.59938204, 0.60117368, 0.5998898199999999, 0.60848992, 0.5877872399999999, 0.6044645, 0.6128374, 0.60146794, 0.6187248, 0.62111458, 0.60133592, 0.60307694, 0.6181282800000001, 0.61410052, 0.59883016]	0.60628191	0.03142362200000015	amp	69	87	207	332	empirical_null	12.835779659384414	2.163334426333976e-15
30	CDKN2B	[0.66680402, 0.66376306, 0.6503395999999999, 0.6693182, 0.65953356, 0.6560150999999999, 0.65903176, 0.65652668, 0.66572594, 0.66009454, 0.67145656, 0.67505732, 0.66182718, 0.65192622, 0.66763002, 0.6564226, 0.66005542, 0.6631164199999999, 0.6628067, 0.6597330000000001]	0.6618591949999999	[0.61888988, 0.61439632, 0.62452866, 0.6254919, 0.61853116, 0.62501364, 0.6272368199999999, 0.6217721199999999, 0.6191444, 0.6296227799999999, 0.6273497, 0.63013272, 0.62800862, 0.61757512, 0.63129954, 0.62931736, 0.61877746, 0.6235136, 0.6283846, 0.62310204]	0.624104422	0.03775477299999985	amp	105	132	185	428	empirical_null	21.192643222292766	1.192837258576552e-22
58	CDKN2B	[0.6493614200000001, 0.6525165000000002, 0.65231482, 0.6441413, 0.66126312, 0.6526916800000001, 0.64270074, 0.65243034, 0.64645816, 0.6416208, 0.63464474, 0.6652851599999999, 0.6494317599999999, 0.63978404, 0.66266348, 0.64279252, 0.63641614, 0.65942972, 0.64240306, 0.6448902000000001]	0.6486619849999999	[0.6417446000000001, 0.6343964799999999, 0.63746138, 0.6318505600000001, 0.63778694, 0.64124104, 0.62877494, 0.6243091, 0.63531232, 0.63928376, 0.6385192, 0.63512562, 0.6416825399999999, 0.6421887599999999, 0.63268222, 0.6355021, 0.63069592, 0.644318, 0.62513778, 0.63207408]	0.635504367	0.013157617999999927	amp	109	189	137	482	empirical_null	5.691563206331684	1.508334320777169e-06
92	CDKN2B	[0.6490608999999999, 0.6378073, 0.64453242, 0.6457123200000001, 0.63869624, 0.6457119800000001, 0.65370658, 0.64269976, 0.65458888, 0.6479516200000001, 0.6425865999999999, 0.6384519399999999, 0.6452446000000001, 0.6481688, 0.6444857200000002, 0.6338205, 0.65866074, 0.64744944, 0.6404470000000001, 0.64304474]	0.6451414040000001	[0.60291358, 0.6128237, 0.6184025400000001, 0.6224521, 0.60721838, 0.6246238, 0.60131738, 0.61528862, 0.6241800399999999, 0.6014596, 0.6198019, 0.62418904, 0.61309446, 0.62165562, 0.6157634800000001, 0.5968316, 0.61793102, 0.61103684, 0.62433498, 0.6169986000000001]	0.6146158640000001	0.030525539999999962	amp	69	87	188	566	empirical_null	12.934814521118838	1.7034182061032956e-15
87	CDKN2B	[0.6225572399999999, 0.6307616600000001, 0.619585, 0.63526298, 0.62945818, 0.64060008, 0.62724758, 0.6087256000000001, 0.6144655400000001, 0.61902462, 0.62075596, 0.6195721000000001, 0.62846714, 0.6266212400000001, 0.62131272, 0.6258592799999999, 0.6198742, 0.61964028, 0.6348769200000001, 0.6318243400000001]	0.624824633	[0.59877152, 0.61157314, 0.61207744, 0.60413024, 0.6263415000000001, 0.60693388, 0.6068524, 0.62672034, 0.6165025, 0.60584274, 0.62872498, 0.61111922, 0.6304861399999999, 0.59646892, 0.63196432, 0.6185189000000001, 0.60744292, 0.60857742, 0.60910916, 0.61721024]	0.613768396	0.011056237000000024	amp	67	84	206	573	empirical_null	3.8050017883054728	0.0005013242216356967
11	CDKN2B	[0.6505346, 0.66023582, 0.65457648, 0.64749604, 0.6501395600000001, 0.6585535, 0.6583460800000001, 0.65995598, 0.6503783999999999, 0.65263934, 0.64585644, 0.65280174, 0.6528790000000001, 0.63990904, 0.6478310999999999, 0.6378489599999999, 0.6444443400000001, 0.65104716, 0.65113368, 0.6484508800000001]	0.650752907	[0.63059982, 0.62757564, 0.6298555800000001, 0.63176398, 0.62658872, 0.6332733, 0.6341807200000001, 0.6220118800000001, 0.62349398, 0.6243008, 0.6189313, 0.6277753, 0.63486362, 0.62638964, 0.6172346799999999, 0.64294454, 0.64410396, 0.6281439800000002, 0.61192156, 0.64232922]	0.628914111	0.021838795999999938	amp	96	120	180	709	empirical_null	9.441156359535029	1.6466629890560527e-11
24	CDKN2B	[0.64655328, 0.6337050599999999, 0.6327898599999999, 0.63194112, 0.6244043, 0.63019786, 0.62626796, 0.62545506, 0.6168699799999999, 0.62937108, 0.63554554, 0.63099794, 0.6304834, 0.6298434599999999, 0.63994416, 0.6277045, 0.62200022, 0.6293182199999999, 0.6183472400000001, 0.62944208]	0.629559116	[0.61140982, 0.62032524, 0.5937001199999999, 0.58939798, 0.5948639, 0.6096083800000001, 0.6019291800000001, 0.61661486, 0.6043912, 0.61474586, 0.5991274799999999, 0.6224401399999999, 0.59546778, 0.61553348, 0.60236524, 0.61738634, 0.59997196, 0.6203689, 0.60184572, 0.61128258]	0.607138808	0.022420308000000055	amp	61	77	244	785	empirical_null	8.256832223746379	5.259796014801099e-10
45	CDKN2B	[0.5913002, 0.59242046, 0.59861516, 0.6045954600000001, 0.61248642, 0.60137156, 0.60818884, 0.6005078, 0.6132589, 0.59506068, 0.60077466, 0.5936726, 0.5937507, 0.59797658, 0.59612504, 0.6019517, 0.5922655400000001, 0.60407866, 0.5988429, 0.6018542400000001]	0.5999549049999999	[0.62797448, 0.60906876, 0.60382536, 0.59847926, 0.6261074600000001, 0.6054552599999999, 0.6179898, 0.6028084, 0.6014444800000001, 0.60720342, 0.58607924, 0.60585626, 0.60804554, 0.59046888, 0.62386938, 0.59236212, 0.60330832, 0.5967245, 0.58363752, 0.60163468]	0.604617156	-0.004662251000000062	amp	51	64	234	808	empirical_null	-1.5102623907042045	0.1392479111108775
6	CDKN2B	[0.60634694, 0.60859302, 0.5969942, 0.6067354, 0.59894042, 0.59260244, 0.60177806, 0.6075349, 0.6084305000000001, 0.60641478, 0.60581802, 0.5989978, 0.5996236399999999, 0.6035636600000001, 0.59840902, 0.60790994, 0.6016511, 0.60134878, 0.60074106, 0.6031647200000001]	0.6027799200000001	[0.59638246, 0.5844136799999999, 0.6034992, 0.5989156600000001, 0.59264322, 0.5915091, 0.60053388, 0.6088355599999999, 0.5895433, 0.58916718, 0.59820858, 0.57705302, 0.5909874, 0.59726104, 0.5976813, 0.59299556, 0.62496392, 0.59768398, 0.5972096, 0.60179488]	0.5965641259999999	0.006215794000000274	amp	45	57	184	844	empirical_null	2.6150154720789387	0.012724134874752779
